title;author;format;categories;cover_url;description;slug
Ede und Unku;Alex Wedding;Buch, Hörbuch;Freundschaft & Familie, Diskriminierung;https://m.media-amazon.com/images/I/81EQQIvYNCL._SY425_.jpg;Die Erzählung spielt im Jahre 1929 und handelt von der Freundschaft zwischen dem Berliner Arbeiterjungen Ede, der zwölf Jahre alt ist, und dem Zigeunermädchen Unku. In Deutschland herrscht zu dieser Zeit große Arbeitslosigkeit. Auch Edes Vater ist davon betroffen. Ede versucht durch Zeitungsaustragen ein bisschen Geld für den Haushalt zu verdienen. Unku unterstützt ihn dabei.;edeundunku
Karlchen Duckdich;Alfred Wellm;Buch, Hörbuch;Freundschaft & Familie, Kreativität & Fantasie;https://m.media-amazon.com/images/I/81JTc82WVzL._AC_UY218_.jpg;Das großartige Erfolgsduo Alfred Wellm und Werner Klemke erzählt in Wort und Bild die faszinierende Geschichte über die Kraft der Phantasie. Die Geschwister Karlchen und Kristina sind mit ihren Eltern vom Land in die Stadt gezogen. In Groß-Vierfelde kannte Karlchen jeden Baum und jeden Menschen, hier ist alles fremd und beinahe abweisend. Aber dann beginnt Karlchen Geschichten zu erfinden. Geschichten, in denen Schaufensterpuppen zu verwunschenen Prinzessinnen werden und der Aufzug in ein exotisches Land führt…;karlchenduckdich
Kaule;Alfred Wellm;Buch, Hörbuch;Freundschaft & Familie, Kreativität & Fantasie;https://m.media-amazon.com/images/I/517bYOpGNGL._AC_UY218_.jpg;Aus dem Blickwinkel des elfjährigen Lausbuben Kaule, einer frischen unkonventionellen Jungengestalt, erleben wir die Veränderungen auf einem mecklenburgischen Vorwerk.;kaule
Drachenflügel;Renate Welsh;Buch, Hörbuch;Freundschaft & Familie, Kreativität & Fantasie;https://m.media-amazon.com/images/I/91jKsOwPFzL._AC_UY218_.jpg;»Welche Anne meinst du?« - »Die mit dem behinderten Bruder.« Wie kann Lea nur so etwas sagen? Anne will kein Mitleid, weder für sich noch für Jakob. Aus lauter Liebe zu ihrem Bruder zieht Anne einen schützenden Wall um sich und ihre Familie. Sie isoliert sich immer mehr von ihrer Umwelt - und damit auch von ihrer Freundin Lea. Doch Lea ist hartnäckig und lässt sich nicht so leicht abschütteln...;drachenfluegel
Ende gut, gar nichts gut?;Renate Welsh;Buch, Hörbuch;Freundschaft & Familie, Emotionale Intelligenz & Empathie;https://m.media-amazon.com/images/I/91o66yWIl0L._AC_UY218_.jpg;"Wirkliche Freunde hat August nie gehabt, und dass der ältere Konstantin ihn, den Prügelknaben der Klasse, schließlich ""beschützt"" hatte, war eine Art Gegengeschäft gewesen. Jetzt aber braucht Konstantin, der von Zuhause weggelaufen ist, einen echten Freund. August versucht zu helfen, stößt jedoch bald an seine Grenzen. Die Situation spitzt sich zu.";endegutgarnichtsgut
Spinat auf Rädern;Renate Welsh;Buch, Hörbuch;Freundschaft & Familie, Inklusion & Behinderung;https://m.media-amazon.com/images/I/41z7wskr2iL._AC_UY218_.jpg;Am Anfang schämt sich Maria schon ein wenig, wenn sie mit Tante Paula und deren Kinderwagen voller Balkonpflanzen spazieren geht. Bald aber lernt sie dabei Kinder kennen, die sich nicht daran stoßen, dass sie aus Rumänien stammt.;spinataufraedern
Bellas zauberhafte Glücksmomente;Angie Westhoff;Buch, Hörbuch;Freundschaft & Familie, Kreativität & Fantasie;https://m.media-amazon.com/images/I/61HKYryNOSL._AC_UY218_.jpg;Die dreizehnjährige Bella liebt nichts mehr, als in den Ferien nach Hause zu kommen: zurück nach Sunderby. Der schönste Ort der Welt! Sechs köstliche Wochen lang mit ihren besten Freunden in den großen See springen, abends am Steg Fruchtcocktails schlürfen, bis spät in die Nacht hinein quatschen und morgens schon mit dem Duft aus der Chocolaterie ihrer Mutter aufwachen: Wie im Himmel ist das! Doch dieses Jahr ist alles anders. Nicht nur, weil ihr bester Freund Justin sie auf einmal ganz anders anschaut, sondern auch, weil ihre Grandma ihr einen magischen Ring hinterlassen hat. Einen Ring, der nicht nur Bellas Leben verändern wird, sondern auch das aller anderen in Sunderby, wenn sie nicht rechtzeitig hinter sein Geheimnis kommt ...;bellaszauberhaftegluecksmomente
Die Mittsommer-Bande;Corinna Wieja;Buch, Hörbuch;Freundschaft & Familie, Kreativität & Fantasie;https://m.media-amazon.com/images/I/811HyXxbbzL._AC_UY218_.jpg;Flo ist Feuer und Flamme: In den Sommerferien darf sie ihre Brieffreundin Motte besuchen. Die lebt auf einer Insel in Schweden und hat eine superschlaue Ente namens Omelett. Vor Flo und Motte liegen drei herrliche Wochen Meer, Strand, Wald – und jede Menge Abenteuer! Die beiden haben mehr Ideen, als es Hagelzucker auf Zimtschnecken gibt. Sie möchten eine Bande gründen, den Wald und die Insel erkunden, nach wilden Tieren Ausschau halten und abends am Lagerfeuer gemütlich zusammensitzen. Und sie wollen – wie echte Forscherinnen – unbedingt herausfinden, ob es das sagenumwobene weiße Rentier wirklich gibt, von dem Opa Anders immer erzählt. Angeblich führt eine Spur verschlüsselter Hinweise zu dem seltenen Tier. Doch Mottes Bruder Jonte will mit seiner Bande das Rätsel ebenfalls lösen. Ganz klar, dass Flo und Motte ihnen zuvorkommen müssen. Und schon sind sie mittendrin im schönsten Sommerabenteuer aller Zeiten!  ;diemittsommerbande
Kleeblattsommer;Christian Wiik Gjerde;Buch, Hörbuch;Freundschaft & Familie;https://m.media-amazon.com/images/I/81Pmv-W5G5L._AC_UY218_.jpg;Alvar und Jens sind Nachbarn und beste Freunde. Sie leben auf einer kleinen Insel im Fjord. Zusammen suchen sie nach vierblättrigen Kleeblättern, streifen durch den Trollwald, sitzen in ihrem gemütlichen Baumhaus oder helfen ihrer Freudin Gulla in deren Kramladen. Alvar, der an einem Schalttag geboren ist, hat die verrücktesten Ideen. Er er ndet neue Wörter, trinkt nur aus Stöckelgläsern, feiert Ungeburtstag und gründet einen Heulklub. Doch dann zieht der coole Magnus in das benachbarte Krähenschloss ein. Er trägt eine Lederjacke und Gel im Haar und ist wie Jens ein begeisterter Fußballer. Magnus ndet Alvar kindisch und schon bald ist nichts mehr so, wie es war ... Eine urkomische und zugleich berührende Sommergeschichte über Freundscha- und Eifersucht, Streit und Versöhnung - voller liebenswerter und schräger Charaktere.;kleeblattsommer
Kleines Haus am blauen Fluss;Laura I. Wilder;Buch, Hörbuch;Freundschaft & Familie;https://images.booklooker.de/s/00272904_MTg5NjE1/Laura-Jugalls-Wilder+Kleines-Haus-am-blauen-Flusz.jpg;Plum Creek, Minnesota 1874: Nachdem Familie Ingalls ihre Farm im Indianergebiet auf Anordnung des Staates verlassen musste, zieht die 7-jährige Laura mit ihrer Familie wieder in Richtung Osten. Die Ingalls lassen sich zunächst in einem unterirdischen Erdhaus am Ufer von Plum Creek nieder, das der Vater gegen die Pferde eintauscht. Hier beginnt für Laura eine neue spannende Zeit.;kleineshausamblauenfluss
Königin des Sprungturms;Martina Wildner;Buch, Hörbuch, Braille;Freundschaft & Familie, Selbstbewusstsein & Selbstliebe;https://m.media-amazon.com/images/I/41lrfnlQPFL._SY445_SX342_ControlCacheEqualizer_.jpg;"Die 12-jährige Nadja kennt kein Leben ohne Karla und ohne Sprungtraining – Auerbachsalto, Delfinkopfsprung. Nadjas Sprünge sind beeindruckend, aber Karla ist die Königin des Sprungturms. Doch eines Tages gelingen Karla keine Sprünge mehr. Hat es etwas mit Ingo, dem neuen Freund der Mutter zu tun? In einem unvergesslichen Sommer erfährt Nadja schließlich Karlas Geheimnis und findet dabei zu sich selbst.";koenigindessprungturms
Meine schrecklich beste Freundin und andere Katastrophen;Catherine Wilkins;Buch, Hörbuch;Freundschaft & Familie, Selbstbewusstsein & Selbstliebe;https://m.media-amazon.com/images/I/71oLiaeVGHL._AC_UY218_.jpg;Jessica versteht die Welt nicht mehr: Schon immer waren Natalie und sie unzertrennlich – einfach allerallerbeste Freundinnen! Doch seit Amelia neu in ihre Klasse gekommen ist, hat sich alles geändert. Amelia ist eine richtige Zicke und gründet doch tatsächlich zusammen mit Natalie eine geheime Bande, in der Jessica nicht Mitglied sein darf. Aber Jessica lässt sich das nicht gefallen und heckt einen genialen Plan aus …;meineschrecklichbestefreundinundanderekatastrophen
Rascha und die Tür zum Himmel;Julia Willmann;Buch, Hörbuch;Freundschaft & Familie, Religion & Glaube, Vielfalt & Diversität;https://m.media-amazon.com/images/I/61wlO2B4izL._AC_UY218_.jpg;"Für Rascha ist Ima der liebste Mensch. Im Gesicht seiner Oma steckt immer ein Lächeln, auch wenn sie ernst guckt. Ima macht nicht viele Worte - und wenn, dann sind es Felsbrockensätze, so kraftvoll, dass keiner an ihnen vorbeikommt. Als Ima entscheidet, ins Seniorenheim zu ziehen, weil sie die Treppen nicht mehr schafft, kommt die Familie ziemlich durcheinander. Zum Glück ist das Heim nicht weit weg und hier geschieht ein kleines Wunder für Rascha: Er bekommt von Ima ein Narrenkleid für die Fastnacht geschenkt. Ein richtiges altes, wie es sie fast nicht mehr gibt! Direkt vor dem heiß ersehnten Fest erfährt die Familie, dass Ima sehr krank ist. Doch die sieht keinen Grund, Trübsal zu blasen. „Ihr feiert gefälligst die Fastnacht!"", ist Imas Felsbrockensatz. Rascha erlebt seine erste Fastnacht als Narr - und was für eine! Dass Ima sich ausgerechnet an diesem Tag zu Opa Karle in den Himmel aufmacht, kann Rascha verstehen.";raschaunddietuerzumhimmel
Max, der Unglücksrabe;Walter Wippersberg;Buch, Hörbuch;Freundschaft & Familie, Emotionale Intelligenz & Empathie;https://m.media-amazon.com/images/I/51TC2VVY0XL._AC_UY218_.jpg;Max, der Unglücksrabe, hat zwei linke Hände, zwei linke Füsse. Doch wenn niemand zuguckt, kann er sogar mit drei Bällen jonglieren und wie ein Seiltänzer über das Brückengeländer balancieren. Ein witziges Trostbuch für alle vom Pech Verfolgten.;maxderungluecksrabe
Feuerschuh und Windsandale;Ursula Wölfel;Buch, Hörbuch;Freundschaft & Familie;https://m.media-amazon.com/images/I/61HdayYFl+L._SL1410_.jpg;Tim ist dick und deshalb ärgern ihn die anderen Kinder. Zum Geburtstag bekommt er ein Geschenk, das alle seine Sorgen vertreibt: vier Wochen Wanderferien mit seinem Papa! Als Feuerschuh und Windsandale erleben die beiden viele Abenteuer und Tim lernt, sich so zu mögen, wie er ist und über sich selbst zu lachen.;feuerschuhundwindsandale
Eine Insel zwischen Himmel und Meer;Lauren Wolk;Buch, Hörbuch;Freundschaft & Familie, Kreativität & Fantasie;https://m.media-amazon.com/images/I/81H7Qb68jtL._AC_UY218_.jpg;Crow hat ihr ganzes Leben auf einer winzigen Insel verbracht. Sie wurde, kaum ein paar Stunden alt, in einem lecken kleinen Boot an den Strand gespült. Osh, der einzige Bewohner der Insel, hat sie gerettet. Bei ihm ist Crow aufgewachsen. Nur eine hat ihm dabei geholfen, die couragierte und liebevolle Miss Maggie. Alle anderen Menschen halten sich von dem Mädchen fern. Immer schon wollte Crow wissen, woher sie stammt und warum man sie fortgeschickt hatte. Ist es möglich, dass sie gar nicht von so weit her kommt? Als eines Nachts ein unheimliches Feuer auf einer vermeintlich menschenleeren Insel aufscheint, steigen in Crow all die unausgesprochenen Fragen nach ihrer Herkunft auf. Stück für Stück fügt sie das Puzzle ihrer Vergangenheit zusammen und begreift, was Familie wirklich bedeutet.;eineinselzwischenhimmelundmeer
Für immer Alaska;Anna Woltz;Buch, Hörbuch;Freundschaft & Familie, Tiere;https://m.media-amazon.com/images/I/71rU9lZvXqL._SY385_.jpg;Seit ein paar Monaten gibt es in Parkers Leben ein riesiges, hundeförmiges Loch. Alaska, ihre schneeweiße Hündin mit den treuen Augen, ist fort. Jetzt ist da niemand mehr, der sie auffängt und tröstet, wenn alles zu viel wird. Und das nur, weil ihr kleiner Bruder allergisch gegen Hundehaare ist! Doch es kommt noch schlimmer: Parker sieht Alaska unvermutet wieder – als Assistenzhund für Sven. Ausgerechnet Sven! Er macht sich nicht nur über sie lustig und ärgert sie vor der ganzen Klasse, sondern behandelt Alaska ohne den nötigen Respekt. Bei ihm darf Alaska unmöglich bleiben. Also schmiedet Parker einen Plan, wie sie ihre geliebte Hündin zurückholen kann. ;fuerimmeralaska
Haifischzähne;Anna Woltz;Buch, Hörbuch;Freundschaft & Familie, Selbstbewusstsein & Selbstliebe;https://m.media-amazon.com/images/I/71mItS1uMEL._AC_UY218_.jpg;"Einmal mit dem Rad rund ums IJsselmeer. 360 Kilometer in nur 24 Stunden. Eine verrückte Idee, aber die elfjährige Atlanta ist wild dazu entschlossen. Was soll sie auch sonst tun, wenn der nächste Tag das Leben ihrer Familie auf den Kopf stellen könnte? Denn morgen erfährt sie, ob ihre Mutter den Krebs besiegt hat. So lange kann Atlanta nicht einfach rumsitzen und warten. Sie muss sich bewegen, den Kopf freibekommen und die Zeit bis morgen überstehen. Ärgerlich nur, dass sie gleich am Anfang mit Finley zusammenstößt. Oder ist das doch eher ein Glück? Sie fahren erstmal gemeinsam weiter, ausgerüstet mit Wasserflaschen, zwölf Käsebroten und zwei millionenalten Haifischzähnen. Und während sie an blökenden Schafen und saftigen Weiden vorbeiziehen, wachsen die beiden immer mehr zusammen. Sie teilen ihre Sorgen, ihre Hoffnungen – und finden etwas, das sie nicht erwartet hätten: Freundschaft und den Mut, sich den eigenen Ängsten zu stellen.";haifischzaehne
Meine wunderbar seltsame Woche mit Tess;Anna Woltz;Buch, Hörbuch, Braille;Freundschaft & Familie, Emotionale Intelligenz & Empathie;https://m.media-amazon.com/images/I/71QzS8sCoqL._AC_UY218_.jpg;Gleich am ersten Tag der Ferien lernt Samuel Tess kennen. Das Mädchen mit den Pünktchenaugen und dem verrücktesten Plan der Welt. Und für den braucht sie Samuels Hilfe. Denn Tess will ihren Vater kennenlernen, von dem sie bisher nicht mehr als den Namen weiß. Also hat sie ihn für eine Woche in ihr Ferienhaus eingeladen. Natürlich ohne ihm zu verraten, dass sie seine Tochter ist. Der Plan geht gründlich schief und am Ende fliegt alles auf, aber eines ist klar: Tess möchte ihren Vater haben und ihr Vater möchte Tess haben.;meinewunderbarseltsamewochemittess
Frossja Furchtlos oder Von sprechenden Hühnern und verschwindenden Häusern;Stanislaw Wostokov;Buch, Hörbuch;Freundschaft & Familie, Selbstbewusstsein & Selbstliebe, Kreativität & Fantasie;https://m.media-amazon.com/images/I/61xaEPyodHL._AC_UY218_.jpg;Weil Frossjas Eltern als Forscher ständig unterwegs sind, lebt das Mädchen bei der Oma, die Kopfarbeit grundsätzlich misstrauisch gegenübersteht und im Kirchenchor mit tiefer Bassstimme singt, in einem traditionellen, hölzernen Bauernhaus auf dem Land. Dort kommt es zu vielen lustigen Verwicklungen mit den kuriosen Persönlichkeiten im Dorf: dem Trunkenbold Nikanor, dem hilfsbereiten, aber kaffeeabhängigen Bären Gerasim, dem Pastor oder dem Museumsdirektor, der Omas Haus abtransportieren und im Freilichtmuseum wieder aufbauen will. Mit Augenzwinkern und viel Wortwitz entfaltet Stanislaw Wostokow eine Bullerbü-Idylle rund um die clevere Heldin Frossja Korowina.;frossjafurchtlosodervonsprechendenhuehnernundverschwindendenhaeusern
Neni geht;Tom Zai;Buch, Hörbuch;Freundschaft & Familie, Mehrsprachigkeit & Migration, Emotionale Intelligenz & Empathie;https://m.media-amazon.com/images/I/41zjO1KueUL._AC_UY218_.jpg;Nico war dabei, als der Grossvater seinen letzten Fisch gefangen hat. Nun ist der Neni Asche. Aber Nico will nicht Abschied nehmen. Er zieht in Nenis Hütte am See, wo er ihm noch einmal ganz nahe ist. „Beim Fischen schliesst du einen Kreis, indem du das Leben eines Fisches beendest. Diese Verantwortung kannst du nicht abgeben. Dabei kommst du ins Grübeln, was das Leben lebenswert macht, warum es gelebt wird, warum es endet und wie das alles zusammenhängt. So ist die Figur des Nenis entstanden. Diesen Neni wollte ich jungen Menschen gerne näher bringen. Ich habe dann gemerkt, dass ich dafür einen jugendlichen Erzähler brauche. So ist Nico geboren worden. Zu meiner Überraschung wurde NENI GEHT nicht in erster Linie ein Buch über Abschied und Tod, sondern über Versöhnung.“ Tom Zai über sein Buch;nenigeht
Kinder vom Paraná;Paul Zech;Buch, Hörbuch;Freundschaft & Familie, Vielfalt & Diversität;https://m.media-amazon.com/images/I/51BZbQ2674L._AC_UY218_.jpg;Die Kinderfreundschaft zwischen einem Indiojungen und einem Siedlermädchen bringt für beide eine Fülle von Erlebnissen auf einer Insel des Tropenflusses, in den Hütten der Indios und auf der Farm der Weißen.;kindervomparaná
Als Nino fast in den Zirkuswagen zog;Sigrid Zeevaert;Buch, Hörbuch;Freundschaft & Familie;https://m.media-amazon.com/images/I/81y53la4TtL._AC_UY218_.jpg;Großtante Ella zieht um ins Seniorenwohnheim und ihr alter Zirkuswagen bekommt seinen Altersruhesitz bei Nino und Flori im Garten! Der Wagen ist strahlend gelb und der tollste Abenteuerspielplatz, den Nino sich vorstellen kann. Nino ist der kleinste von allen und oft genug lässt ihn sein großer Bruder Flori, der gerade mal ein Jahr älter ist, nicht mitspielen. Aber der Zirkuswagen ist doch für sie alle da, oder etwa nicht? Lebendig und einfühlsam erzählt Sigrid Zeevaert von zwei ganz unterschiedlichen Brüdern und davon, wie ein alter bunter Zirkuswagen die Dinge ins Rollen bringt: Nino gewinnt nicht nur einen besten Freund, sondern nähert sich seinem Bruder über die Auseinandersetzung um den Wagen auf ganz unerwartete Weise neu an.;alsninofastindenzirkuswagenzog
Jan und Josh oder wie man Regenwürmer zähmt;Sigrid Zeevaert;Buch, Hörbuch, Braille;Freundschaft & Familie;https://m.media-amazon.com/images/I/41TmwopZCgL._AC_UY218_.jpg;Jan und Josh halten zusammen, wie sich das für beste Freunde gehört! Mit großer Leichtigkeit und Wärme erzählt Sigrid Zeevaert von einer besonderen Kinderfreundschaft, lotet deren Grenzen aus und zeigt, dass es für alles eine Lösung gibt, wenn da nur Menschen sind, die füreinander einstehen.;janundjoshoderwiemanregenwuermerzaehmt
Alle Jahre wieder;Juli Zeh;Buch, Hörbuch;Freundschaft & Familie, Gemeinschaft, Religion & Glaube;https://m.media-amazon.com/images/I/71nP07QwnkL._AC_UY218_.jpg;"Es ist Heiligabend. Josh und Lena sind total aufgeregt: Die Wunschzettel haben sie längst ausgefüllt. Fehlt nur noch der Weihnachtsspaziergang, bevor sie endlich ihre Geschenke kriegen! Voller Erwartungen stürmen die beiden ins Wohnzimmer. Aber dann ... nichts. Kein Christkind, keine Bescherung. Nirgends. Der totale Reinfall! Dafür erzählt Papa, passionierter Ornithologe, dass ein merkwürdiger, verletzter Vogel aufgetaucht ist.  Auch am nächsten Tag liegen keine Päckchen unterm Baum. Josh und Lena haben eine Vorahnung und einen Plan. Sie besuchen mit Papa und ein paar anderen Kindern die Vogelschutzwarte und erkennen, was die Erwachsenen nicht sehen: Eingesperrt im Käfig, eingewickelt in seine großen Flügel, hockt tatsächlich das Christkind!";allejahrewieder
